,enrollmentProbabilityScore,enrollFlag,RET_T2,RET_T3,ADM,CAN,Gender,Core_Ind,Parent_Same_LastName,ACU_Distance,PRIZM_HouseholdIncome,QUAL_Familiarity,QUAL_Rank,HS_SIZE,HS_RankPercent,HS_GPA_CALC,NUM_Advanced_Courses,ACT,Visited,Taylor_County,US,Abilene,Texas,CoC,Ethnicity
548213,,0,0,0,1,1,2,0,2,723.0,56916.0,0.0,0.0,387.0,79.59,2.657,11.0,24.0,0,0,1,0,0,0,3
548214,,0,0,0,1,1,1,0,2,281.0,109020.0,2.0,3.0,409.0,56.48,3.18,0.0,20.0,0,0,1,0,1,0,1
548216,5.0,0,0,0,0,1,2,0,2,181.0,37466.0,2.0,3.0,514.0,44.94,2.9,0.0,17.0,0,0,1,0,1,0,2
548217,,0,0,0,1,0,1,0,2,169.0,62591.0,3.0,3.0,111.0,81.98,3.92,14.0,20.0,0,0,1,0,1,0,3
548226,6.0,0,0,0,0,1,2,0,2,313.0,117756.0,3.0,3.0,107.0,79.44,3.75,2.0,13.0,0,0,1,0,1,0,2
548228,6.0,0,0,0,1,1,1,0,2,185.0,83247.0,0.0,0.0,251.0,92.83,3.698,3.0,24.0,0,0,1,0,1,0,3
548229,,0,0,0,1,1,2,0,2,245.0,32795.0,2.0,3.0,270.0,85.19,3.5,0.0,19.0,1,0,1,0,1,0,4
548232,,0,0,0,0,1,2,0,1,343.0,24700.0,1.0,1.0,763.0,56.36,2.6204,0.0,21.0,0,0,1,0,1,0,4
548233,1.0,0,0,0,1,0,2,0,2,304.0,55180.0,0.0,0.0,48.0,95.83,4.0,0.0,24.0,0,0,1,0,0,1,1
548241,,0,0,0,1,0,2,0,2,148.0,88131.0,3.0,3.0,486.0,62.96,3.5895,4.0,18.0,0,0,1,0,1,1,1
548242,,0,0,0,1,1,2,0,2,171.0,52753.0,0.0,0.0,581.0,48.19,3.677,1.0,21.0,0,0,1,0,1,0,3
548245,6.0,0,0,0,1,1,1,0,2,177.0,43086.0,1.0,3.0,1005.0,37.11,3.39,0.0,17.0,0,0,1,0,1,0,2
548246,,0,0,0,1,0,1,0,2,305.0,32244.0,0.0,0.0,737.0,96.47,3.7,10.0,18.0,0,0,1,0,1,0,3
548255,,0,0,0,1,1,1,0,2,147.0,72361.0,0.0,0.0,638.0,66.93,3.33,5.0,19.0,0,0,1,0,1,0,1
548257,6.0,0,0,0,1,1,1,0,2,353.0,29913.0,2.0,1.0,130.0,95.38,3.91,10.0,17.0,0,0,1,0,1,0,3
548261,,0,0,0,1,1,1,0,2,326.0,136842.0,0.0,0.0,1104.0,87.95,3.3939999999999997,12.0,19.0,0,0,1,0,1,0,4
548276,,0,0,0,1,1,2,0,2,161.0,93276.0,2.0,3.0,495.0,76.36,3.302,2.0,19.0,0,0,1,0,1,0,2
548283,,0,0,0,0,1,2,0,1,153.0,55648.0,0.0,0.0,550.0,26.18,3.0189999999999997,0.0,19.0,0,0,1,0,1,0,2
548285,6.0,0,0,0,0,1,2,0,2,443.0,79468.0,2.0,1.0,419.0,28.16,2.471,8.0,15.0,0,0,1,0,1,0,3
548291,,1,0,0,1,0,2,0,2,194.0,37488.0,3.0,3.0,395.0,51.39,3.938,3.0,25.0,1,0,1,0,1,0,1
548299,6.0,0,0,0,1,1,1,0,2,224.0,51471.0,0.0,0.0,296.0,74.32,3.6146,1.0,16.0,0,0,1,0,1,0,3
548317,2.0,0,0,0,1,0,1,0,2,145.0,101316.0,0.0,0.0,447.0,76.73,3.673,10.0,19.0,0,0,1,0,1,0,3
548368,,0,0,0,1,1,1,0,2,168.0,65625.0,0.0,0.0,450.0,90.89,3.19,11.0,18.0,0,0,1,0,1,0,1
548372,,1,0,0,1,0,2,0,1,388.0,65344.0,1.0,4.0,437.0,94.28,3.87,0.0,19.0,1,0,1,0,1,0,4
548375,,0,0,0,1,1,2,0,1,182.0,47115.0,0.0,0.0,538.0,62.83,2.69231,11.0,18.0,0,0,1,0,1,0,3
548380,,0,0,0,1,0,1,0,2,212.0,47300.0,3.0,4.0,665.0,37.89,3.0604,0.0,22.0,0,0,1,0,1,1,3
548382,6.0,0,0,0,1,1,1,0,2,215.0,33947.0,3.0,4.0,290.0,58.28,2.94,2.0,17.0,1,0,1,0,1,0,1
548383,,0,0,0,1,1,1,0,2,217.0,128010.0,3.0,3.0,587.0,75.98,4.0,8.0,21.0,0,0,1,0,1,0,3
548425,,0,0,0,1,0,1,0,0,129.0,50351.0,0.0,0.0,196.0,78.57,3.845,4.0,21.0,0,0,1,0,1,0,3
548426,,0,0,0,1,1,2,0,2,437.0,53617.0,0.0,0.0,86.0,88.37,3.67,4.0,31.0,0,0,1,0,1,0,3
548428,,1,0,0,1,0,2,0,2,597.0,108351.0,0.0,0.0,472.0,59.53,3.18,0.0,23.0,1,0,1,1,0,0,1
548433,6.0,0,0,0,1,1,1,0,2,165.0,134559.0,3.0,2.0,53.0,75.47,3.5,7.0,22.0,0,0,1,0,1,0,3
548446,6.0,0,0,0,1,1,2,0,2,152.0,38098.0,0.0,0.0,514.0,77.24,3.1579,8.0,27.0,0,0,1,0,1,0,4
548455,6.0,0,0,0,0,1,1,0,2,394.0,47668.0,1.0,3.0,281.0,68.68,3.4784300000000004,6.0,14.0,0,0,1,0,1,0,1
548458,,0,0,0,1,1,2,0,2,347.0,46464.0,1.0,3.0,283.0,56.89,2.7173,12.0,27.0,0,0,1,0,1,0,1
548467,,0,0,0,1,0,2,0,2,201.0,50266.0,1.0,4.0,27.0,37.04,4.8,5.0,19.0,0,0,1,0,1,0,1
548471,1.0,1,0,0,1,0,1,0,2,199.0,91328.0,3.0,4.0,395.0,71.65,4.0,0.0,28.0,1,0,1,0,1,1,1
548475,4.0,0,0,0,1,1,1,1,2,123.0,58026.0,3.0,4.0,398.0,51.01,3.53,2.0,19.0,0,0,1,0,1,0,1
548476,,0,0,0,1,1,1,0,2,112.0,45332.0,0.0,0.0,440.0,81.36,3.8,5.0,21.0,0,0,1,0,1,0,1
548477,6.0,1,0,0,1,0,2,0,2,394.0,111343.0,2.0,3.0,315.0,55.24,3.23,0.0,17.0,1,0,1,0,1,0,3
548478,6.0,0,0,0,1,1,1,0,2,388.0,47794.0,2.0,1.0,575.0,83.65,3.73,3.0,21.0,0,0,1,0,1,0,3
548480,3.0,0,0,0,1,1,1,0,2,339.0,148641.0,0.0,0.0,586.0,59.56,3.0789999999999997,0.0,23.0,1,0,1,0,1,1,1
548481,6.0,0,0,0,1,1,2,0,2,147.0,55732.0,0.0,0.0,546.0,51.28,3.2265,9.0,20.0,0,0,1,0,1,0,2
548482,,0,0,0,1,0,1,0,2,162.0,101675.0,0.0,0.0,316.0,36.71,2.66,9.0,20.0,0,0,1,0,1,0,3
548486,,0,0,0,1,1,2,0,2,169.0,111859.0,2.0,3.0,895.0,51.62,3.27,0.0,28.0,1,0,1,0,1,0,3
548496,1.0,0,0,0,1,1,2,1,2,219.0,52108.0,0.0,0.0,378.0,11.9,2.532,0.0,18.0,1,0,1,0,1,0,3
548499,2.0,0,0,0,1,0,1,0,2,146.0,59115.0,3.0,3.0,649.0,71.65,3.1071400000000002,4.0,26.0,1,0,1,0,1,0,1
548504,6.0,0,0,0,1,1,2,0,0,1577.0,42500.0,0.0,0.0,263.0,77.19,3.27,0.0,15.0,0,0,1,0,0,0,3
548507,,0,0,0,1,1,1,0,2,159.0,134426.0,0.0,0.0,141.0,61.7,3.4,2.0,22.0,0,0,1,0,1,0,1
548508,,0,0,0,1,1,1,0,2,224.0,72545.0,0.0,0.0,452.0,56.86,3.3387,0.0,21.0,0,0,1,0,1,0,3
548513,,0,0,0,1,1,2,0,2,189.0,32806.0,1.0,3.0,262.0,57.25,3.6675,0.0,21.0,0,0,1,0,1,0,1
548518,,0,0,0,1,0,2,0,2,114.0,102406.0,0.0,0.0,98.0,61.22,3.947,4.0,24.0,0,0,1,0,1,0,1
548519,,0,0,0,1,1,1,0,2,162.0,71535.0,1.0,1.0,585.0,78.29,3.7115,0.0,18.0,0,0,1,0,1,0,2
548527,3.0,0,0,0,1,0,1,0,2,143.0,22731.0,0.0,0.0,53.0,83.02,3.92,5.0,22.0,0,0,1,0,1,0,1
548528,,0,0,0,1,0,2,0,2,218.0,47569.0,0.0,0.0,94.0,75.53,4.0,0.0,26.0,0,0,1,0,1,0,3
548538,6.0,0,0,0,0,1,1,1,2,180.0,22872.0,0.0,0.0,566.0,43.11,3.04,1.0,15.0,0,0,1,0,1,0,2
548541,,0,0,0,1,1,2,0,2,167.0,40656.0,0.0,0.0,64.0,79.69,3.767,3.0,23.0,0,0,1,0,1,0,4
548542,,0,0,0,1,1,1,0,2,78.0,115539.0,0.0,0.0,158.0,66.46,3.0980000000000003,0.0,22.0,0,0,1,0,1,0,1
548546,,0,0,0,1,0,2,0,0,146.0,91424.0,2.0,0.0,704.0,85.37,4.0,11.0,23.0,1,0,1,0,1,0,1
548547,,0,0,0,1,1,2,0,2,136.0,103328.0,1.0,3.0,165.0,67.88,3.612,0.0,23.0,0,0,1,0,1,0,1
548557,,0,0,0,1,1,2,0,2,208.0,94459.0,0.0,0.0,557.0,54.4,3.04,11.0,18.0,0,0,1,0,1,0,3
548561,3.0,1,1,0,1,0,1,0,2,186.0,89078.0,1.0,1.0,614.0,53.09,3.15,0.0,22.0,0,0,1,0,1,0,3
548564,6.0,0,0,0,0,1,2,0,2,170.0,18462.0,2.0,3.0,456.0,44.3,2.93,1.0,16.0,0,0,1,0,1,0,3
548567,,0,0,0,1,0,2,0,2,219.0,26386.0,0.0,0.0,95.0,65.26,2.67,1.0,20.0,0,0,1,0,1,0,3
548568,6.0,0,0,0,1,1,1,0,2,162.0,47955.0,2.0,1.0,510.0,83.14,3.535,7.0,17.0,0,0,1,0,1,0,2
548574,3.0,0,0,0,1,1,2,0,2,191.0,123177.0,0.0,0.0,288.0,80.56,3.38,8.0,23.0,1,0,1,0,1,0,2
548577,,0,0,0,1,1,1,0,2,220.0,64583.0,3.0,3.0,94.0,85.11,3.8,2.0,23.0,0,0,1,0,1,0,3
548590,,0,0,0,1,1,1,0,2,144.0,48028.0,0.0,0.0,549.0,89.44,4.1,4.0,21.0,0,0,1,0,1,0,1
548593,,1,1,1,1,0,1,0,2,1.0,46449.0,1.0,4.0,316.0,91.77,3.6,2.0,22.0,0,0,1,1,1,0,1
548594,,0,0,0,1,0,1,0,2,300.0,142208.0,0.0,0.0,73.0,10.96,2.48,1.0,20.0,0,0,1,0,1,0,1
548602,6.0,0,0,0,1,1,1,0,2,196.0,39526.0,2.0,3.0,45.0,93.33,3.7,4.0,16.0,0,0,1,0,1,0,1
548605,6.0,0,0,0,1,1,2,0,2,342.0,85019.0,0.0,0.0,534.0,76.78,3.56,8.0,23.0,1,0,1,0,1,0,1
548610,,0,0,0,1,1,1,0,1,3.0,62065.0,2.0,2.0,400.0,31.75,2.952,7.0,21.0,0,0,1,1,1,0,3
548614,6.0,0,0,0,0,1,1,0,2,257.0,101064.0,0.0,0.0,402.0,77.86,3.29,3.0,15.0,0,0,1,0,1,0,2
548617,,0,0,0,1,0,1,0,2,225.0,117955.0,0.0,0.0,229.0,87.34,3.67,0.0,20.0,0,0,1,0,1,0,1
548619,3.0,0,0,0,1,0,1,0,0,119.0,60188.0,0.0,0.0,139.0,85.61,3.985,7.0,20.0,1,0,1,0,1,0,1
548620,5.0,0,0,0,1,1,2,0,2,7.0,68691.0,2.0,2.0,247.0,69.23,3.8514,0.0,26.0,0,0,1,1,1,0,1
548622,5.0,0,0,0,1,0,1,1,2,3.0,64198.0,2.0,2.0,457.0,18.38,2.83317412,1.0,16.0,1,0,1,1,1,1,2
548624,,0,0,0,1,0,1,0,2,199.0,30595.0,0.0,0.0,210.0,78.1,3.9,1.0,24.0,0,0,1,0,1,0,1
548628,,0,0,0,1,1,1,0,2,251.0,63091.0,3.0,1.0,287.0,84.67,3.7585,0.0,28.0,0,0,1,0,1,0,1
548634,6.0,0,0,0,0,1,1,0,2,157.0,46392.0,2.0,3.0,69.0,47.83,4.0,11.0,16.0,0,0,1,0,1,1,3
548640,,0,0,0,0,0,1,0,2,146.0,93561.0,0.0,0.0,507.0,96.65,3.79,0.0,21.0,0,0,1,0,1,0,4
548641,,1,0,0,1,0,2,0,2,192.0,55664.0,0.0,0.0,151.0,84.77,3.62,6.0,20.0,1,0,1,0,1,0,3
548649,2.0,0,0,0,1,1,2,0,2,432.0,63898.0,1.0,3.0,68.0,91.18,3.95,0.0,29.0,1,0,1,0,0,0,1
548651,,1,1,0,1,0,1,0,2,152.0,137148.0,3.0,3.0,556.0,89.57,3.81,0.0,21.0,1,0,1,0,1,0,3
548655,6.0,1,1,0,1,0,1,0,2,7.0,104104.0,4.0,4.0,25.0,56.0,3.87,0.0,16.0,1,0,1,1,1,0,3
548658,,1,0,0,1,0,1,1,2,159.0,80229.0,4.0,4.0,213.0,55.4,3.573,1.0,20.0,1,0,1,0,1,0,1
548679,5.0,0,0,0,1,1,1,1,2,191.0,71446.0,4.0,3.0,339.0,57.82,3.58,2.0,23.0,1,0,1,0,1,0,1
548680,,0,0,0,1,0,2,0,0,168.0,55236.0,2.0,3.0,63.0,79.37,3.68,3.0,19.0,0,0,1,0,1,0,4
548683,,0,0,0,1,1,1,0,2,314.0,45529.0,2.0,3.0,16.0,56.25,3.32,5.0,25.0,0,0,1,0,1,0,2
548686,,0,0,0,1,1,2,0,2,215.0,73804.0,3.0,3.0,210.0,43.33,3.5389999999999997,1.0,24.0,0,0,1,0,1,0,3
548688,5.0,0,0,0,0,1,2,0,2,114.0,83092.0,0.0,0.0,501.0,28.74,2.89,7.0,20.0,0,0,1,0,1,0,1
548691,,1,1,1,1,0,1,0,2,214.0,73488.0,4.0,3.0,728.0,75.69,3.77,0.0,22.0,1,0,1,0,1,0,1
548692,1.0,1,1,1,1,0,2,0,2,147.0,39266.0,3.0,3.0,465.0,78.28,3.83,10.0,19.0,1,0,1,0,1,0,3
548696,,0,0,0,1,1,1,0,2,364.0,80652.0,1.0,2.0,430.0,91.16,4.516,10.0,26.0,0,0,1,0,1,0,3
548697,3.0,0,0,0,1,1,2,0,2,168.0,100318.0,3.0,3.0,735.0,84.08,3.35,12.0,28.0,1,0,1,0,1,0,1
548700,3.0,0,0,0,1,1,2,0,2,136.0,71474.0,0.0,0.0,624.0,80.93,3.45,13.0,24.0,0,0,1,0,1,0,1
548705,,0,0,0,1,1,1,0,2,445.0,31534.0,0.0,0.0,460.0,92.39,3.6189999999999998,12.0,20.0,0,0,1,0,1,0,3
548706,3.0,0,0,0,1,1,1,0,2,148.0,105645.0,2.0,2.0,604.0,96.36,4.621,13.0,26.0,1,0,1,0,1,0,1
548707,,0,0,0,1,1,2,0,2,87.0,66860.0,1.0,3.0,681.0,88.4,3.888,1.0,24.0,0,0,1,0,1,0,4
548709,4.0,0,0,0,0,1,2,0,0,326.0,26707.0,0.0,0.0,682.0,71.99,3.09,0.0,18.0,0,0,1,0,1,0,2
548711,6.0,0,0,0,1,1,1,0,2,327.0,31678.0,2.0,3.0,86.0,97.67,3.66,1.0,21.0,0,0,1,0,0,1,2
548716,,0,0,0,1,1,1,0,2,168.0,54147.0,3.0,3.0,403.0,79.65,3.82,2.0,18.0,1,0,1,0,1,0,3
548717,6.0,0,0,0,0,0,2,0,2,313.0,28800.0,3.0,3.0,80.0,78.75,3.53,6.0,25.0,0,0,1,0,1,0,2
548721,,1,1,1,1,0,1,0,2,937.0,110294.0,4.0,5.0,377.0,96.82,3.7,11.0,32.0,1,0,1,0,0,0,1
548722,,0,0,0,1,0,2,1,2,129.0,50351.0,0.0,0.0,196.0,86.73,4.103,12.0,23.0,0,0,1,0,1,0,4
548729,,0,0,0,1,0,1,0,2,251.0,51590.0,0.0,0.0,487.0,85.83,3.35,8.0,19.0,0,0,1,0,1,0,2
548730,,0,0,0,1,1,1,0,2,388.0,55199.0,0.0,0.0,531.0,93.97,3.81,6.0,19.0,0,0,1,0,1,0,3
548732,5.0,0,0,0,1,0,2,0,2,182.0,55720.0,1.0,1.0,668.0,68.86,3.62,6.0,21.0,0,0,1,0,1,0,3
548733,6.0,0,0,0,0,1,1,0,1,214.0,61715.0,0.0,0.0,669.0,51.87,3.2710000000000004,6.0,17.0,0,0,1,0,1,0,3
548735,6.0,0,0,0,1,1,1,0,2,438.0,67978.0,2.0,1.0,432.0,57.41,3.312,9.0,20.0,0,0,1,0,1,0,3
548736,6.0,0,0,0,0,1,1,0,2,438.0,67978.0,2.0,2.0,432.0,58.8,3.3539999999999996,11.0,21.0,0,0,1,0,1,0,1
548740,6.0,0,0,0,1,1,2,0,2,4.0,27679.0,3.0,3.0,403.0,65.26,3.557,8.0,22.0,1,0,1,1,1,0,1
548742,,0,0,0,1,0,1,0,2,214.0,71166.0,0.0,0.0,732.0,77.32,3.705,7.0,22.0,0,0,1,0,1,1,1
548743,,1,1,1,1,0,1,0,2,146.0,46600.0,0.0,0.0,83.0,97.59,4.0,5.0,26.0,0,0,1,0,1,0,1
548745,6.0,0,0,0,0,1,2,0,1,184.0,61776.0,4.0,3.0,606.0,55.61,2.94,0.0,13.0,0,0,1,0,1,0,2
548746,6.0,0,0,0,1,1,2,0,2,148.0,90795.0,0.0,0.0,442.0,75.11,3.92,0.0,23.0,0,0,1,0,1,0,3
548747,5.0,1,0,0,1,0,1,0,2,217.0,53383.0,3.0,3.0,631.0,62.6,3.455,11.0,22.0,1,0,1,0,1,0,2
548748,2.0,1,1,1,1,0,1,0,2,283.0,63170.0,3.0,5.0,345.0,78.55,3.13,6.0,21.0,1,0,1,0,1,0,1
548752,,1,0,0,1,0,1,0,2,214.0,23583.0,4.0,3.0,236.0,94.92,3.32,12.0,22.0,1,0,1,0,1,0,3
548753,,0,0,0,1,1,1,0,2,158.0,75586.0,0.0,0.0,608.0,86.02,3.74,7.0,20.0,0,0,1,0,1,0,1
548756,,0,0,0,1,1,1,0,2,168.0,63227.0,0.0,0.0,467.0,69.59,3.42,7.0,18.0,0,0,1,0,1,0,3
548760,4.0,1,1,1,1,0,2,0,1,212.0,84158.0,3.0,3.0,703.0,51.78,3.5989999999999998,5.0,17.0,1,0,1,0,1,0,1
548763,,0,0,0,1,1,1,0,2,452.0,70982.0,0.0,0.0,118.0,43.22,3.5,5.0,22.0,0,0,1,0,0,0,4
548770,,0,0,0,1,0,1,0,2,184.0,82267.0,0.0,0.0,352.0,78.13,3.37,12.0,20.0,0,0,1,0,1,0,1
548773,,0,0,0,1,1,1,0,2,161.0,36840.0,2.0,1.0,510.0,71.96,3.225,11.0,19.0,0,0,1,0,1,0,3
548775,,0,0,0,1,1,1,0,1,203.0,66890.0,0.0,0.0,495.0,72.53,2.86,1.0,19.0,0,0,1,0,1,0,3
548777,,0,0,0,1,1,1,0,2,326.0,25976.0,0.0,0.0,107.0,84.11,3.87,8.0,20.0,0,0,1,0,1,0,3
548778,,0,0,0,1,1,2,0,2,246.0,40735.0,0.0,0.0,110.0,90.0,3.95,5.0,25.0,0,0,1,0,1,0,1
548786,6.0,0,0,0,1,0,1,0,2,152.0,58512.0,3.0,3.0,470.0,72.77,2.76,12.0,23.0,1,0,1,0,1,1,2
548787,,0,0,0,1,1,1,0,2,4.0,74256.0,2.0,2.0,403.0,91.07,4.28,11.0,22.0,1,0,1,1,1,0,4
548788,,0,0,0,0,1,2,0,2,129.0,52869.0,3.0,3.0,367.0,37.33,3.196,1.0,19.0,0,0,1,0,1,0,1
548790,,0,0,0,1,1,1,0,2,152.0,56019.0,0.0,0.0,664.0,74.1,3.2,9.0,21.0,0,0,1,0,1,0,1
548791,2.0,1,1,1,1,0,1,0,2,308.0,45059.0,2.0,2.0,439.0,87.02,3.8,12.0,22.0,1,0,1,0,1,0,3
548794,2.0,1,1,1,1,0,1,0,2,308.0,45059.0,2.0,2.0,439.0,87.02,3.8,12.0,22.0,1,0,1,0,1,0,3
548797,,0,0,0,1,0,1,0,0,668.0,74670.0,0.0,0.0,401.0,95.76,3.97,5.0,27.0,0,0,1,0,0,1,1
548803,,0,0,0,1,1,1,0,2,338.0,64157.0,0.0,0.0,568.0,91.02,3.4,9.0,22.0,0,0,1,0,1,0,2
548805,,0,0,0,1,1,1,0,2,66.0,41483.0,1.0,2.0,207.0,59.9,3.5,3.0,18.0,0,0,1,0,1,0,3
548806,1.0,1,1,0,1,0,1,0,2,332.0,78533.0,3.0,3.0,578.0,51.21,3.15,0.0,21.0,1,0,1,0,1,0,4
548807,5.0,0,0,0,1,1,1,0,2,330.0,56305.0,0.0,0.0,285.0,91.93,4.76,11.0,22.0,0,0,1,0,1,0,1
548808,3.0,0,0,0,1,1,1,0,2,202.0,26667.0,2.0,4.0,258.0,67.44,3.06,1.0,19.0,1,0,1,0,1,0,1
548809,6.0,0,0,0,1,1,2,1,2,170.0,45000.0,0.0,0.0,150.0,86.0,3.5,12.0,21.0,0,0,1,0,1,1,1
548814,1.0,1,1,1,1,0,1,1,2,162.0,28367.0,2.0,3.0,635.0,93.23,4.0,9.0,26.0,1,0,1,0,1,0,1
548816,3.0,0,0,0,1,1,2,0,2,319.0,108351.0,0.0,0.0,468.0,47.65,2.88,3.0,24.0,0,0,1,0,1,1,2
548818,6.0,0,0,0,1,1,2,0,1,214.0,53923.0,2.0,2.0,743.0,45.76,3.1860000000000004,4.0,23.0,1,0,1,0,1,0,3
548821,3.0,0,0,0,1,1,2,1,2,176.0,100699.0,3.0,3.0,505.0,26.34,2.91,0.0,22.0,1,0,1,0,1,0,1
548822,6.0,0,0,0,1,1,1,0,2,143.0,26991.0,2.0,1.0,144.0,97.92,3.53,10.0,20.0,0,0,1,0,1,0,2
548827,6.0,0,0,0,0,1,2,0,2,158.0,34139.0,3.0,3.0,637.0,53.06,3.0,4.0,16.0,1,0,1,0,1,0,2
548828,,0,0,0,1,1,1,0,2,308.0,39340.0,0.0,0.0,664.0,87.05,3.2,0.0,18.0,0,0,1,0,1,0,3
548829,6.0,0,0,0,1,1,2,0,2,184.0,62436.0,3.0,3.0,548.0,54.2,3.16,0.0,20.0,0,0,1,0,1,0,2
548830,6.0,1,1,1,1,0,1,0,2,154.0,31571.0,2.0,4.0,755.0,89.93,3.6,2.0,16.0,1,0,1,0,1,0,3
548834,,0,0,0,1,0,1,0,2,220.0,32419.0,0.0,0.0,38.0,86.84,3.66,2.0,19.0,0,0,1,0,1,0,1
548837,6.0,0,0,0,1,1,1,0,2,336.0,129579.0,0.0,0.0,500.0,79.2,3.95,11.0,27.0,1,0,1,0,1,0,1
548839,3.0,0,0,0,1,1,1,0,2,140.0,65970.0,2.0,3.0,411.0,97.32,4.0,10.0,24.0,1,0,1,0,1,0,1
548843,2.0,0,0,0,1,0,1,0,2,435.0,116626.0,2.0,2.0,469.0,96.16,3.97,9.0,26.0,1,0,1,0,0,0,1
548845,4.0,0,0,0,1,1,2,1,2,277.0,41370.0,1.0,3.0,132.0,78.79,3.42,9.0,22.0,0,0,1,0,1,1,4
548850,6.0,0,0,0,1,0,1,0,2,2997.0,60611.0,0.0,0.0,184.0,83.7,3.77,0.0,22.0,0,0,1,0,0,0,2
548853,4.0,0,0,0,1,1,2,0,2,186.0,83053.0,2.0,1.0,598.0,51.17,2.58,8.0,18.0,0,0,1,0,1,0,2
548858,,0,0,0,1,0,1,0,2,214.0,86687.0,0.0,0.0,724.0,90.61,4.294,6.0,23.0,0,0,1,0,1,0,1
548860,,0,0,0,1,0,2,0,2,140.0,51483.0,3.0,0.0,533.0,57.6,3.367,2.0,22.0,0,0,1,0,1,0,3
548863,,0,0,0,1,0,1,0,2,5.0,79167.0,2.0,3.0,223.0,82.06,3.937,7.0,27.0,0,0,1,1,1,0,3
548869,1.0,1,1,0,1,0,1,0,2,168.0,55236.0,4.0,5.0,65.0,95.38,3.98,4.0,27.0,1,0,1,0,1,1,4
548874,6.0,0,0,0,1,1,2,0,2,218.0,46976.0,3.0,3.0,533.0,80.86,4.019,6.0,23.0,0,0,1,0,1,0,1
548878,6.0,0,0,0,1,1,1,0,2,4.0,47300.0,0.0,0.0,435.0,92.41,4.235,4.0,25.0,0,0,1,1,1,0,1
548884,6.0,0,0,0,1,1,1,0,2,217.0,33045.0,0.0,1.0,606.0,99.17,3.98,13.0,27.0,0,0,1,0,1,0,2
548886,,0,0,0,1,0,2,0,2,184.0,117402.0,0.0,0.0,273.0,40.29,3.79,13.0,23.0,0,0,1,0,1,1,1
548887,6.0,0,0,0,1,1,2,1,2,7.0,76800.0,0.0,0.0,220.0,57.27,3.4819999999999998,2.0,24.0,0,0,1,1,1,0,2
548890,3.0,1,1,1,1,0,1,0,2,140.0,65492.0,1.0,3.0,323.0,99.07,4.0,12.0,26.0,1,0,1,0,1,0,1
548902,,0,0,0,1,1,1,0,2,225.0,36905.0,0.0,0.0,625.0,69.44,3.33,4.0,20.0,0,0,1,0,1,0,3
548903,6.0,0,0,0,1,1,2,0,2,173.0,48230.0,0.0,0.0,1525.0,56.52,3.7,5.0,24.0,0,0,1,0,1,0,1
548904,6.0,0,0,0,1,0,1,0,2,177.0,33034.0,2.0,3.0,1065.0,83.0,3.15,6.0,20.0,0,0,1,0,1,0,3
548907,3.0,0,0,0,1,1,1,0,2,456.0,49161.0,2.0,3.0,216.0,81.02,3.5,7.0,26.0,1,0,1,0,0,0,1
548908,,0,0,0,1,1,2,0,2,129.0,59243.0,0.0,0.0,364.0,98.35,4.79,12.0,32.0,0,0,1,0,1,0,1
548913,4.0,0,0,0,1,1,1,0,2,159.0,71258.0,3.0,5.0,21.0,76.19,3.95,12.0,26.0,1,0,1,0,1,0,1
548922,,0,0,0,1,1,1,0,2,194.0,45833.0,2.0,3.0,340.0,65.0,4.157,4.0,25.0,0,0,1,0,1,0,3
548928,1.0,1,1,1,1,0,1,0,2,173.0,104032.0,3.0,4.0,61.0,86.89,4.0,7.0,27.0,1,0,1,0,1,0,1
548931,1.0,1,1,0,1,0,1,0,2,192.0,117955.0,3.0,5.0,444.0,82.21,3.84,1.0,25.0,1,0,1,0,1,0,1
548934,6.0,0,0,0,0,1,2,0,0,214.0,60313.0,1.0,2.0,687.0,34.21,2.741,3.0,13.0,0,0,1,0,1,0,3
548937,,0,0,0,1,0,1,0,2,168.0,38868.0,0.0,0.0,112.0,94.64,3.88,10.0,26.0,0,0,1,0,1,0,3
548938,2.0,0,0,0,1,0,2,1,2,150.0,91800.0,0.0,0.0,420.0,60.24,3.3960000000000004,0.0,18.0,0,0,1,0,1,1,1
548939,,0,0,0,1,1,1,0,2,223.0,52520.0,0.0,0.0,434.0,99.54,4.453,12.0,23.0,0,0,1,0,1,1,1
548941,6.0,0,0,0,1,1,1,0,2,134.0,36875.0,3.0,2.0,519.0,84.39,3.6,6.0,21.0,0,0,1,0,1,0,1
548944,6.0,0,0,0,1,1,1,0,2,143.0,64690.0,2.0,3.0,525.0,83.81,4.002,14.0,25.0,0,0,1,0,1,0,4
548949,,0,0,0,1,0,2,0,2,190.0,94143.0,2.0,2.0,666.0,34.83,2.79,4.0,26.0,0,0,1,0,1,0,1
548951,6.0,0,0,0,0,1,1,0,2,217.0,69690.0,2.0,1.0,631.0,28.68,2.84,1.0,16.0,0,0,1,0,1,0,3
548952,6.0,0,0,0,0,1,1,0,2,143.0,70658.0,0.0,0.0,511.0,66.93,3.67,0.0,17.0,0,0,1,0,1,0,1
548955,6.0,0,0,0,1,1,2,0,2,384.0,55449.0,2.0,0.0,472.0,50.0,3.036,2.0,23.0,0,0,1,0,1,0,3
548956,6.0,0,0,0,1,1,2,0,2,206.0,47419.0,0.0,0.0,106.0,94.34,3.9,9.0,24.0,0,0,1,0,1,1,4
548957,6.0,0,0,0,0,1,1,0,2,163.0,40926.0,0.0,0.0,87.0,13.79,2.6,14.0,19.0,0,0,1,0,1,0,2
